HITId,HITTypeId,Title,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.image,Answer.answer,Answer.note,Turkle.Username
159,2,roadside,Mon Jul 20 23:21:39 UTC 2020,1,86400,23,2,Mon Jul 20 23:29:22 UTC 2020,Mon Jul 20 23:29:33 UTC 2020,10,https://raw.githubusercontent.com/aubreymoore/roadside/master/jupyter-notebooks/get-random-bounding-boxes/reports/job27/zero-t0097-f0134.jpg,zero,multiple trees,aubreymoore
160,2,roadside,Mon Jul 20 23:21:39 UTC 2020,1,86400,24,2,Mon Jul 20 23:29:33 UTC 2020,Mon Jul 20 23:29:44 UTC 2020,11,https://raw.githubusercontent.com/aubreymoore/roadside/master/jupyter-notebooks/get-random-bounding-boxes/reports/job27/high-t0309-f0264.jpg,medium,multiple trees,aubreymoore
161,2,roadside,Mon Jul 20 23:21:39 UTC 2020,1,86400,25,2,Mon Jul 20 23:29:45 UTC 2020,Mon Jul 20 23:30:03 UTC 2020,18,https://raw.githubusercontent.com/aubreymoore/roadside/master/jupyter-notebooks/get-random-bounding-boxes/reports/job27/zero-t0444-f0390.jpg,light,,aubreymoore
162,2,roadside,Mon Jul 20 23:21:39 UTC 2020,1,86400,26,2,Mon Jul 20 23:30:03 UTC 2020,Mon Jul 20 23:30:10 UTC 2020,7,https://raw.githubusercontent.com/aubreymoore/roadside/master/jupyter-notebooks/get-random-bounding-boxes/reports/job27/light-t0361-f0351.jpg,zero,,aubreymoore
163,2,roadside,Mon Jul 20 23:21:39 UTC 2020,1,86400,27,2,Mon Jul 20 23:30:10 UTC 2020,Mon Jul 20 23:30:29 UTC 2020,19,https://raw.githubusercontent.com/aubreymoore/roadside/master/jupyter-notebooks/get-random-bounding-boxes/reports/job27/medium-t0244-f0181.jpg,cannot determine,partial tree,aubreymoore
164,2,roadside,Mon Jul 20 23:21:39 UTC 2020,1,86400,28,2,Mon Jul 20 23:30:29 UTC 2020,Mon Jul 20 23:31:05 UTC 2020,35,https://raw.githubusercontent.com/aubreymoore/roadside/master/jupyter-notebooks/get-random-bounding-boxes/reports/job27/medium-t0273-f0247.jpg,,multiple trees; crown not fully visible,aubreymoore
165,2,roadside,Mon Jul 20 23:21:39 UTC 2020,1,86400,29,2,Mon Jul 20 23:31:05 UTC 2020,Mon Jul 20 23:31:15 UTC 2020,10,https://raw.githubusercontent.com/aubreymoore/roadside/master/jupyter-notebooks/get-random-bounding-boxes/reports/job27/zero-t0630-f0437.jpg,light,,aubreymoore
166,2,roadside,Mon Jul 20 23:21:39 UTC 2020,1,86400,30,2,Mon Jul 20 23:31:16 UTC 2020,Mon Jul 20 23:31:25 UTC 2020,9,https://raw.githubusercontent.com/aubreymoore/roadside/master/jupyter-notebooks/get-random-bounding-boxes/reports/job27/medium-t0275-f0247.jpg,high,multiple trees,aubreymoore
167,2,roadside,Mon Jul 20 23:21:39 UTC 2020,1,86400,31,2,Mon Jul 20 23:31:25 UTC 2020,Mon Jul 20 23:31:39 UTC 2020,14,https://raw.githubusercontent.com/aubreymoore/roadside/master/jupyter-notebooks/get-random-bounding-boxes/reports/job27/zero-t0477-f0395.jpg,zero,,aubreymoore
168,2,roadside,Mon Jul 20 23:21:39 UTC 2020,1,86400,32,2,Mon Jul 20 23:31:39 UTC 2020,Mon Jul 20 23:32:03 UTC 2020,24,https://raw.githubusercontent.com/aubreymoore/roadside/master/jupyter-notebooks/get-random-bounding-boxes/reports/job27/medium-t0282-f0251.jpg,high,,aubreymoore
169,2,roadside,Mon Jul 20 23:21:39 UTC 2020,1,86400,33,2,Mon Jul 20 23:32:03 UTC 2020,Mon Jul 20 23:32:12 UTC 2020,8,https://raw.githubusercontent.com/aubreymoore/roadside/master/jupyter-notebooks/get-random-bounding-boxes/reports/job27/high-t0278-f0249.jpg,high,multiple trees,aubreymoore
170,2,roadside,Mon Jul 20 23:21:39 UTC 2020,1,86400,34,2,Mon Jul 20 23:32:12 UTC 2020,Mon Jul 20 23:32:26 UTC 2020,13,https://raw.githubusercontent.com/aubreymoore/roadside/master/jupyter-notebooks/get-random-bounding-boxes/reports/job27/light-t0346-f0296.jpg,light,multiple trees,aubreymoore
171,2,roadside,Mon Jul 20 23:21:39 UTC 2020,1,86400,35,2,Mon Jul 20 23:32:26 UTC 2020,Mon Jul 20 23:32:38 UTC 2020,12,https://raw.githubusercontent.com/aubreymoore/roadside/master/jupyter-notebooks/get-random-bounding-boxes/reports/job27/medium-t0279-f0250.jpg,medium,multiple trees,aubreymoore
